"Date","Price","Open","High","Low","Change %"
"03/22/2024","3.368","3.394","3.420","3.316","-1.00%"
"03/21/2024","3.402","3.406","3.453","3.333","-0.96%"
"03/20/2024","3.435","3.416","3.466","3.361","0.15%"
"03/19/2024","3.430","3.473","3.476","3.362","0.79%"
"03/18/2024","3.403","3.447","3.496","3.388","-1.73%"
"03/15/2024","3.463","3.402","3.498","3.402","2.36%"
"03/14/2024","3.383","3.457","3.486","3.351","-1.28%"
"03/13/2024","3.427","3.373","3.443","3.327","1.15%"
"03/12/2024","3.388","3.362","3.418","3.301","1.96%"
"03/11/2024","3.323","3.320","3.375","3.264","2.28%"
"03/09/2024","3.249","3.249","3.249","3.249","-2.29%"
"03/08/2024","3.325","3.344","3.369","3.247","-0.21%"
"03/07/2024","3.332","3.407","3.436","3.277","-2.40%"
"03/06/2024","3.414","3.412","3.452","3.345","2.09%"
"03/05/2024","3.344","3.431","3.434","3.316","-2.45%"
"03/04/2024","3.428","3.374","3.434","3.346","-0.15%"
"03/01/2024","3.433","3.434","3.463","3.355","0.88%"
"02/29/2024","3.403","3.461","3.509","3.351","-0.73%"
"02/28/2024","3.428","3.442","3.480","3.359","0.47%"
"02/27/2024","3.412","3.456","3.478","3.363","-1.47%"
"02/26/2024","3.463","3.386","3.470","3.315","3.16%"
"02/23/2024","3.357","3.441","3.503","3.324","-2.19%"
"02/22/2024","3.432","3.443","3.466","3.325","1.93%"
"02/21/2024","3.367","3.303","3.417","3.281","0.87%"
"02/20/2024","3.338","3.359","3.400","3.266","-0.86%"
"02/19/2024","3.367","3.357","3.419","3.305","1.94%"
"02/16/2024","3.303","3.283","3.432","3.243","1.38%"
"02/15/2024","3.258","3.284","3.339","3.196","0.80%"
"02/14/2024","3.232","3.279","3.362","3.210","-3.20%"
"02/13/2024","3.339","3.228","3.376","3.154","2.61%"
"02/12/2024","3.254","3.243","3.309","3.168","0.62%"
"02/09/2024","3.234","3.239","3.323","3.168","0.65%"
"02/08/2024","3.213","3.184","3.266","3.135","2.19%"
"02/07/2024","3.144","3.159","3.222","3.101","0.70%"
"02/06/2024","3.122","3.163","3.224","3.104","-0.70%"
"02/05/2024","3.144","3.081","3.225","3.080","1.39%"
"02/02/2024","3.101","3.040","3.166","2.988","3.44%"
"02/01/2024","2.998","2.985","3.078","2.924","0.27%"
"01/31/2024","2.990","3.044","3.099","2.914","-14.28%"
"01/30/2024","3.488","3.441","3.546","3.376","1.62%"
"01/29/2024","3.433","3.464","3.506","3.386","-1.86%"
"01/26/2024","3.498","3.451","3.545","3.392","0.03%"
"01/25/2024","3.497","3.522","3.623","3.425","0.33%"
"01/24/2024","3.485","3.522","3.606","3.454","-1.83%"
"01/23/2024","3.550","3.473","3.606","3.470","-0.87%"
"01/22/2024","3.581","3.475","3.603","3.466","2.51%"
"01/19/2024","3.493","3.597","3.612","3.432","-2.15%"
"01/18/2024","3.570","3.467","3.608","3.434","2.55%"
"01/17/2024","3.481","3.445","3.595","3.421","-0.87%"
"01/16/2024","3.512","3.415","3.531","3.374","0.11%"
"01/15/2024","3.508","3.383","3.508","3.340","6.89%"
"01/13/2024","3.282","3.282","3.282","3.282","-5.61%"
"01/12/2024","3.477","3.397","3.507","3.337","-0.71%"
"01/11/2024","3.502","3.464","3.502","3.413","1.09%"
"01/10/2024","3.464","3.518","3.526","3.330","2.23%"
"01/09/2024","3.389","3.327","3.437","3.325","0.57%"
"01/08/2024","3.369","3.360","3.457","3.356","-3.56%"
"01/05/2024","3.494","3.346","3.528","3.337","4.21%"
"01/04/2024","3.353","3.268","3.405","3.242","1.14%"
"01/03/2024","3.315","3.319","3.343","3.304","-0.23%"
"01/02/2024","3.322","3.408","3.408","3.293","-0.46%"
"12/29/2023","3.337","3.418","3.471","3.249","1.75%"
"12/28/2023","3.280","3.279","3.416","3.267","-1.74%"
"12/27/2023","3.338","3.267","3.366","3.259","2.68%"
"12/26/2023","3.251","3.251","3.251","3.251","-2.75%"
"12/22/2023","3.343","3.277","3.348","3.264","0.58%"
"12/21/2023","3.323","3.264","3.358","3.259","-0.22%"
"12/20/2023","3.331","3.361","3.361","3.328","-1.03%"
"12/19/2023","3.365","3.348","3.443","3.345","-0.58%"
"12/18/2023","3.385","3.300","3.425","3.298","-0.28%"
"12/15/2023","3.394","3.392","3.499","3.342","-0.35%"
"12/14/2023","3.406","3.372","3.476","3.327","-1.72%"
"12/13/2023","3.466","3.444","3.564","3.444","-1.37%"
"12/12/2023","3.514","3.431","3.563","3.414","0.16%"
"12/11/2023","3.509","3.484","3.585","3.467","-3.91%"
"12/08/2023","3.651","3.510","3.755","3.510","0.04%"
"12/07/2023","3.650","3.656","3.895","3.446","0.60%"
"12/06/2023","3.628","3.492","3.655","3.478","5.88%"
"12/05/2023","3.427","3.531","3.669","3.369","-0.40%"
"12/04/2023","3.441","3.664","3.680","3.422","1.77%"
"12/01/2023","3.381","3.766","3.774","3.366","-9.97%"
"11/30/2023","3.755","3.585","3.798","3.568","-0.51%"
"11/29/2023","3.774","3.710","3.811","3.575","-1.53%"
"11/28/2023","3.833","3.733","3.858","3.641","6.31%"
"11/27/2023","3.605","3.878","3.885","3.603","-6.99%"
"11/24/2023","3.876","3.788","3.889","3.679","0.08%"
"11/23/2023","3.873","3.728","3.877","3.629","5.22%"
"11/22/2023","3.681","3.672","3.877","3.623","-4.38%"
"11/21/2023","3.850","3.762","3.866","3.622","2.95%"
"11/20/2023","3.740","3.736","3.873","3.633","1.47%"
"11/17/2023","3.686","3.720","3.855","3.581","3.34%"
"11/16/2023","3.567","3.684","3.799","3.567","-6.43%"
"11/15/2023","3.812","3.625","3.825","3.596","-1.46%"
"11/14/2023","3.868","3.739","3.990","3.649","2.69%"
"11/13/2023","3.767","3.790","3.897","3.628","1.96%"
"11/10/2023","3.694","3.710","3.965","3.606","2.65%"
"11/09/2023","3.599","3.585","3.820","3.585","-1.69%"
"11/08/2023","3.660","3.763","3.816","3.591","-0.30%"
"11/07/2023","3.671","3.762","3.818","3.602","-0.30%"
"11/06/2023","3.683","3.646","3.817","3.563","1.56%"
"11/03/2023","3.626","3.777","3.810","3.556","-0.28%"
"11/02/2023","3.636","3.544","3.773","3.544","-0.28%"
"11/01/2023","3.646","3.716","3.863","3.576","0.59%"
"10/31/2023","3.625","3.794","3.806","3.625","-1.95%"
"10/30/2023","3.697","3.629","3.914","3.622","3.20%"
"10/29/2023","3.582","3.582","3.582","3.582","0.00%"
"10/28/2023","3.582","3.582","3.582","3.582","-4.97%"
"10/27/2023","3.770","3.651","3.848","3.622","2.78%"
"10/26/2023","3.668","3.815","3.921","3.664","-3.42%"
"10/25/2023","3.798","3.782","3.854","3.666","1.44%"
"10/24/2023","3.744","3.672","3.853","3.671","-0.03%"
"10/23/2023","3.745","3.796","3.866","3.671","0.40%"
"10/20/2023","3.730","3.680","3.905","3.672","0.35%"
"10/19/2023","3.717","3.767","3.856","3.673","0.76%"
"10/18/2023","3.689","3.837","3.855","3.678","-3.18%"
"10/17/2023","3.810","3.813","3.850","3.653","3.84%"
"10/16/2023","3.669","3.808","3.829","3.649","3.31%"
"10/15/2023","3.552","3.552","3.552","3.552","-3.27%"
"10/14/2023","3.671","3.552","3.671","3.552","-0.18%"
"10/13/2023","3.678","3.771","3.828","3.649","-2.72%"
"10/12/2023","3.781","3.766","3.831","3.648","1.59%"
"10/11/2023","3.722","3.697","3.821","3.652","0.38%"
"10/10/2023","3.708","3.632","3.819","3.629","-0.40%"
"10/09/2023","3.723","3.667","3.825","3.625","2.60%"
"10/08/2023","3.628","3.628","3.628","3.628","0.00%"
"10/07/2023","3.628","3.628","3.628","3.628","-2.90%"
"10/06/2023","3.737","3.732","3.862","3.640","0.35%"
"10/05/2023","3.724","3.728","3.939","3.667","-2.89%"
"10/04/2023","3.835","3.749","3.938","3.686","2.54%"
"10/03/2023","3.740","3.658","3.841","3.658","0.00%"
"10/02/2023","3.740","3.834","3.842","3.672","0.56%"
"09/29/2023","3.719","3.714","3.913","3.673","-1.30%"
"09/28/2023","3.768","3.725","3.870","3.674","0.67%"
"09/27/2023","3.743","3.779","3.844","3.662","0.35%"
"09/26/2023","3.730","3.742","3.851","3.674","-0.35%"
"09/25/2023","3.743","3.722","3.875","3.677","0.48%"
"09/23/2023","3.725","3.725","3.725","3.725","-2.08%"
"09/22/2023","3.804","3.735","3.853","3.664","2.31%"
"09/21/2023","3.718","3.729","3.885","3.677","-0.75%"
"09/20/2023","3.746","3.790","3.879","3.681","0.29%"
"09/19/2023","3.735","3.655","3.936","3.655","0.03%"
"09/18/2023","3.734","3.674","3.949","3.669","0.00%"
"09/15/2023","3.734","3.714","3.929","3.605","0.67%"
"09/14/2023","3.709","3.650","3.806","3.599","1.70%"
"09/13/2023","3.647","3.644","3.826","3.605","0.72%"
"09/12/2023","3.621","3.645","3.694","3.541","1.77%"
"09/11/2023","3.558","3.567","3.689","3.555","1.58%"
"09/09/2023","3.503","3.536","3.536","3.503","-4.09%"
"09/08/2023","3.652","3.657","3.669","3.532","2.01%"
"09/07/2023","3.580","3.625","3.665","3.550","-2.13%"
"09/06/2023","3.658","3.665","3.678","3.542","4.66%"
"09/05/2023","3.495","3.588","3.681","3.481","-1.72%"
"09/04/2023","3.556","3.544","3.681","3.497","0.03%"
"09/01/2023","3.555","3.546","3.679","3.500","-2.01%"
"08/31/2023","3.628","3.708","3.718","3.533","-1.17%"
"08/30/2023","3.671","3.691","3.703","3.578","3.38%"
"08/29/2023","3.551","3.611","3.685","3.547","-3.00%"
"08/28/2023","3.661","3.675","3.748","3.557","3.27%"
"08/25/2023","3.545","3.666","3.708","3.535","-2.96%"
"08/24/2023","3.653","3.714","3.721","3.548","0.36%"
"08/23/2023","3.640","3.748","3.748","3.567","1.00%"
"08/22/2023","3.604","3.708","3.805","3.604","-0.58%"
"08/21/2023","3.625","3.710","3.872","3.603","-1.81%"
"08/18/2023","3.692","3.702","3.888","3.594","-0.94%"
"08/17/2023","3.727","3.697","3.840","3.618","1.06%"
"08/16/2023","3.688","3.635","3.899","3.580","3.16%"
"08/15/2023","3.575","3.612","3.846","3.563","-2.46%"
"08/14/2023","3.665","3.528","3.833","3.524","4.61%"
"08/12/2023","3.503","3.503","3.503","3.503","-3.93%"
"08/11/2023","3.647","3.733","3.761","3.542","0.94%"
"08/10/2023","3.613","3.572","3.729","3.524","0.11%"
"08/09/2023","3.609","3.508","3.723","3.507","0.17%"
"08/08/2023","3.603","3.563","3.723","3.510","-0.44%"
"08/07/2023","3.619","3.619","3.778","3.524","-0.79%"
"08/04/2023","3.648","3.667","3.814","3.559","0.50%"
"08/03/2023","3.630","3.692","3.782","3.545","-0.25%"
"08/02/2023","3.639","3.621","3.756","3.535","2.28%"
"08/01/2023","3.558","3.584","3.873","3.513","-0.36%"
"07/31/2023","3.571","3.575","3.657","3.377","1.94%"
"07/28/2023","3.503","3.358","3.680","3.339","0.63%"
"07/27/2023","3.481","3.519","3.770","3.385","-1.47%"
"07/26/2023","3.533","3.408","3.738","3.375","1.84%"
"07/25/2023","3.469","3.384","3.650","3.384","3.06%"
"07/24/2023","3.366","3.459","3.573","3.366","-0.62%"
"07/22/2023","3.387","3.387","3.387","3.387","-0.73%"
"07/21/2023","3.412","3.478","3.575","3.379","-1.67%"
"07/20/2023","3.470","3.450","3.553","3.379","2.06%"
"07/19/2023","3.400","3.362","3.556","3.323","-1.56%"
"07/18/2023","3.454","3.446","3.601","3.362","0.17%"
"07/17/2023","3.448","3.450","3.602","3.434","1.14%"
"07/15/2023","3.409","3.409","3.409","3.409","-1.13%"
"07/14/2023","3.448","3.461","3.603","3.408","0.61%"
"07/13/2023","3.427","3.442","3.604","3.393","-2.25%"
"07/12/2023","3.506","3.469","3.638","3.449","-0.93%"
"07/11/2023","3.539","3.470","3.628","3.436","0.00%"
"07/10/2023","3.539","3.498","3.629","3.437","2.73%"
"07/07/2023","3.445","3.489","3.640","3.428","-1.63%"
"07/06/2023","3.502","3.462","3.662","3.424","1.63%"
"07/05/2023","3.446","3.451","3.620","3.422","-0.23%"
"07/04/2023","3.454","3.484","3.570","3.444","-2.98%"
"07/03/2023","3.560","3.448","3.560","3.435","1.31%"
"06/30/2023","3.514","3.460","3.550","3.425","2.12%"
"06/29/2023","3.441","3.472","3.530","3.375","0.20%"
"06/28/2023","3.434","3.467","3.543","3.391","0.12%"
"06/27/2023","3.430","3.466","3.523","3.380","-0.38%"
"06/26/2023","3.443","3.391","3.493","3.350","1.77%"
"06/23/2023","3.383","3.549","3.555","3.362","-4.33%"
"06/22/2023","3.536","3.421","3.536","3.383","1.87%"
"06/21/2023","3.471","3.417","3.508","3.357","3.06%"
"06/20/2023","3.368","3.449","3.479","3.368","-0.41%"
"06/19/2023","3.382","3.340","3.470","3.334","-1.02%"
"06/16/2023","3.417","3.427","3.521","3.356","0.44%"
"06/15/2023","3.402","3.345","3.552","3.295","4.68%"
"06/14/2023","3.250","3.306","3.332","3.207","-1.13%"
"06/13/2023","3.287","3.236","3.299","3.179","1.05%"
"06/12/2023","3.253","3.261","3.271","3.161","-0.21%"
"06/09/2023","3.260","3.243","3.284","3.181","-0.31%"
"06/08/2023","3.270","3.193","3.326","3.193","0.74%"
"06/07/2023","3.246","3.249","3.265","3.082","0.81%"
"06/06/2023","3.220","3.241","3.314","3.171","-2.16%"
"06/05/2023","3.291","3.155","3.315","3.144","2.91%"
"06/02/2023","3.198","3.147","3.211","3.078","2.21%"
"06/01/2023","3.129","3.119","3.181","3.042","0.45%"
"05/31/2023","3.115","3.086","3.191","3.009","0.97%"
"05/30/2023","3.085","3.107","3.259","3.083","-0.55%"
"05/29/2023","3.102","3.166","3.327","3.100","-2.61%"
"05/26/2023","3.185","3.158","3.348","3.053","2.51%"
"05/25/2023","3.107","3.076","3.283","3.036","1.54%"
"05/24/2023","3.060","3.050","3.211","3.014","-1.29%"
"05/23/2023","3.100","3.073","3.241","2.979","0.81%"
"05/22/2023","3.075","3.032","3.196","2.953","-2.41%"
"05/19/2023","3.151","3.069","3.225","2.964","5.38%"
"05/18/2023","2.990","3.014","3.171","2.948","-0.60%"
"05/17/2023","3.008","2.798","3.102","2.670","3.87%"
"05/16/2023","2.896","2.817","3.048","2.796","0.17%"
"05/15/2023","2.891","2.850","3.078","2.821","0.75%"
"05/13/2023","2.869","2.869","2.869","2.869","-0.98%"
"05/12/2023","2.898","2.869","3.052","2.869","-0.55%"
"05/11/2023","2.914","2.908","3.008","2.835","-0.61%"
"05/10/2023","2.932","2.930","3.041","2.851","0.86%"
"05/09/2023","2.907","2.966","3.043","2.874","-1.59%"
"05/08/2023","2.954","2.852","3.036","2.796","5.46%"
"05/05/2023","2.801","2.847","2.984","2.767","-1.34%"
"05/04/2023","2.839","2.927","3.049","2.749","-1.70%"
"05/03/2023","2.888","2.948","3.045","2.840","-0.14%"
"05/02/2023","2.892","3.060","3.199","2.838","0.96%"
"05/01/2023","2.865","2.892","2.892","2.865","-2.10%"
"04/28/2023","2.926","3.026","3.245","2.926","-4.38%"
"04/27/2023","3.060","3.027","3.229","2.998","0.23%"
"04/26/2023","3.053","2.998","3.164","2.917","-1.26%"
"04/25/2023","3.092","3.176","3.298","3.016","-3.86%"
"04/24/2023","3.216","3.142","3.317","3.084","3.34%"
"04/21/2023","3.112","3.101","3.283","3.081","0.29%"
"04/20/2023","3.103","3.180","3.302","3.074","-3.27%"
"04/19/2023","3.208","3.191","3.306","3.130","2.72%"
"04/18/2023","3.123","3.130","3.254","3.055","1.40%"
"04/17/2023","3.080","3.054","3.239","3.047","-1.47%"
"04/14/2023","3.126","3.078","3.205","2.981","1.96%"
"04/13/2023","3.066","3.021","3.155","2.948","-0.23%"
"04/12/2023","3.073","2.862","3.151","2.859","3.50%"
"04/11/2023","2.969","2.865","3.050","2.794","10.29%"
"04/07/2023","2.692","2.707","2.708","2.663","-1.72%"
"04/06/2023","2.739","2.736","2.899","2.662","-0.72%"
"04/05/2023","2.759","2.765","2.960","2.677","-0.76%"
"04/04/2023","2.780","2.856","2.981","2.719","-3.84%"
"04/03/2023","2.891","2.888","2.938","2.763","0.42%"
"03/31/2023","2.879","2.816","2.983","2.787","-1.71%"
"03/30/2023","2.929","2.697","2.932","2.625","7.37%"
"03/29/2023","2.728","2.831","2.839","2.659","-2.99%"
"03/28/2023","2.812","2.744","2.852","2.657","7.29%"
"03/27/2023","2.621","2.589","2.785","2.550","6.05%"
"03/26/2023","2.471","2.471","2.471","2.471","-6.67%"
"03/24/2023","2.648","2.728","2.806","2.412","-1.60%"
"03/23/2023","2.691","2.814","2.981","2.690","-8.75%"
"03/22/2023","2.949","2.875","3.006","2.783","3.04%"
"03/21/2023","2.862","2.567","2.882","2.508","12.06%"
"03/20/2023","2.554","2.334","2.690","2.326","-7.19%"
"03/17/2023","2.752","2.828","3.040","2.641","-1.64%"
"03/16/2023","2.798","2.907","3.042","2.664","4.40%"
"03/15/2023","2.680","3.102","3.294","2.639","-13.38%"
"03/14/2023","3.094","2.725","3.226","2.658","5.45%"
"03/13/2023","2.934","3.229","3.321","2.697","-11.94%"
"03/10/2023","3.332","3.382","3.488","3.198","-4.53%"
"03/09/2023","3.490","3.465","3.642","3.400","0.03%"
"03/08/2023","3.489","3.467","3.632","3.419","-1.30%"
"03/07/2023","3.535","3.491","3.610","3.363","4.31%"
"03/06/2023","3.389","3.351","3.549","3.300","-1.17%"
"03/03/2023","3.429","3.380","3.501","3.278","2.45%"
"03/02/2023","3.347","3.450","3.510","3.279","0.18%"
"03/01/2023","3.341","3.321","3.473","3.286","1.95%"
"02/28/2023","3.277","3.339","3.442","3.198","-0.18%"
"02/27/2023","3.283","3.141","3.360","3.121","1.11%"
"02/24/2023","3.247","3.031","3.353","3.031","4.78%"
"02/23/2023","3.099","3.095","3.233","3.042","-0.23%"
"02/22/2023","3.106","3.100","3.254","3.046","-0.29%"
"02/21/2023","3.115","3.027","3.235","3.027","-0.76%"
"02/20/2023","3.139","3.149","3.166","2.993","6.77%"
"02/18/2023","2.940","2.940","2.940","2.940","-4.85%"
"02/17/2023","3.090","3.008","3.210","2.996","0.29%"
"02/16/2023","3.081","3.128","3.161","2.922","-0.03%"
"02/15/2023","3.082","2.993","3.146","2.933","3.01%"
"02/14/2023","2.992","2.902","3.111","2.865","-0.23%"
"02/13/2023","2.999","2.901","3.057","2.863","0.20%"
"02/10/2023","2.993","2.921","3.006","2.807","0.88%"
"02/09/2023","2.967","2.885","2.971","2.803","2.70%"
"02/08/2023","2.889","2.811","3.030","2.782","2.99%"
"02/07/2023","2.805","2.724","2.870","2.662","3.09%"
"02/06/2023","2.721","2.774","2.895","2.627","0.44%"
"02/03/2023","2.709","2.599","2.796","2.562","3.87%"
"02/02/2023","2.608","2.775","2.943","2.556","-6.59%"
"02/01/2023","2.792","2.792","2.915","2.626","-0.36%"
"01/31/2023","2.802","2.812","3.033","2.636","-6.22%"
"01/30/2023","2.988","3.295","3.792","2.716","-0.08%"
"01/27/2023","2.990","2.707","3.208","2.661","8.80%"
"01/26/2023","2.749","2.580","3.087","2.579","3.03%"
"01/25/2023","2.668","2.677","2.906","2.575","2.38%"
"01/24/2023","2.606","3.003","3.073","2.588","-4.77%"
"01/23/2023","2.736","2.904","3.073","2.614","8.19%"
"01/20/2023","2.529","3.032","3.069","2.529","-10.20%"
"01/19/2023","2.816","2.692","3.044","2.692","1.49%"
"01/18/2023","2.775","2.948","2.982","2.665","1.13%"
"01/17/2023","2.744","2.743","3.057","2.650","-2.77%"
"01/16/2023","2.822","2.791","3.027","2.711","3.62%"
"01/13/2023","2.724","2.789","3.090","2.720","-2.53%"
"01/12/2023","2.795","3.052","3.086","2.738","-3.11%"
"01/11/2023","2.884","3.053","3.115","2.792","-1.91%"
"01/10/2023","2.940","2.930","3.142","2.812","1.75%"
"01/09/2023","2.890","2.907","3.079","2.789","0.00%"
"01/06/2023","2.890","2.808","3.130","2.785","-0.32%"
"01/05/2023","2.899","2.750","3.027","2.737","1.36%"
"01/04/2023","2.860","2.834","3.117","2.731","-1.76%"
"01/03/2023","2.911","2.975","3.114","2.674","-4.93%"
"01/02/2023","3.062","3.028","3.092","2.748","-1.86%"
"12/30/2022","3.120","3.000","3.331","2.757","5.35%"
"12/29/2022","2.962","2.977","3.028","2.677","0.58%"
"12/28/2022","2.945","2.993","3.033","2.766","-1.78%"
"12/27/2022","2.998","2.704","3.092","2.704","13.19%"
"12/26/2022","2.649","2.649","2.649","2.649","-10.24%"
"12/23/2022","2.951","2.670","2.999","2.666","0.69%"
"12/22/2022","2.931","2.601","2.969","2.601","5.44%"
"12/21/2022","2.780","2.561","2.878","2.525","0.98%"
"12/20/2022","2.753","2.544","2.851","2.527","8.88%"
"12/19/2022","2.528","2.616","2.812","2.489","0.73%"
"12/16/2022","2.510","2.612","2.850","2.460","1.89%"
"12/15/2022","2.464","2.356","2.725","2.213","10.75%"
"12/14/2022","2.224","2.107","2.445","2.105","0.55%"
"12/13/2022","2.212","2.052","2.486","2.046","-1.59%"
"12/12/2022","2.248","2.374","2.587","2.212","-7.86%"
"12/09/2022","2.440","2.291","2.579","2.080","11.27%"
"12/08/2022","2.193","2.200","2.273","2.034","-1.06%"
"12/07/2022","2.216","2.218","2.249","2.022","-1.92%"
"12/06/2022","2.259","2.283","2.291","2.110","-0.30%"
"12/05/2022","2.266","2.050","2.452","1.955","5.13%"
"12/02/2022","2.156","2.099","2.362","2.082","-2.84%"
"12/01/2022","2.219","2.193","2.418","2.074","0.87%"
"11/30/2022","2.200","2.208","2.457","2.150","6.47%"
"11/29/2022","2.066","2.053","2.082","2.046","-1.62%"
"11/28/2022","2.100","2.085","2.124","2.082","0.29%"
"11/25/2022","2.094","2.074","2.114","2.072","1.70%"
"11/24/2022","2.059","2.060","2.081","2.047","-1.72%"
"11/23/2022","2.095","2.101","2.113","2.071","1.21%"
"11/22/2022","2.070","2.057","2.099","2.055","0.98%"
"11/21/2022","2.050","2.050","2.077","2.040","10.16%"
"11/19/2022","1.861","1.861","1.861","1.861","-8.82%"
"11/18/2022","2.041","2.028","2.065","2.028","-2.48%"
"11/17/2022","2.093","2.093","2.093","2.093","1.75%"
"11/16/2022","2.057","2.066","2.076","2.057","-0.05%"
"11/15/2022","2.058","2.063","2.072","2.044","0.19%"
"11/14/2022","2.054","2.017","2.059","2.017","1.08%"
"11/11/2022","2.032","2.036","2.106","1.885","1.60%"
"11/10/2022","2.000","2.014","2.097","1.877","-2.58%"
"11/09/2022","2.053","2.008","2.189","2.008","1.28%"
"11/08/2022","2.027","1.981","2.027","1.977","2.74%"
"11/07/2022","1.973","1.964","2.028","1.960","1.08%"
"11/04/2022","1.952","1.952","2.060","1.904","0.41%"
"11/03/2022","1.944","1.944","2.052","1.944","1.20%"
"11/02/2022","1.921","1.934","2.010","1.921","0.16%"
"11/01/2022","1.918","1.835","1.962","1.826","0.42%"
"10/31/2022","1.910","1.906","1.968","1.906","0.63%"
"10/28/2022","1.898","1.748","1.903","1.729","6.93%"
"10/27/2022","1.775","1.970","1.986","1.775","5.53%"
"10/26/2022","1.682","1.742","1.765","1.618","-9.67%"
"10/25/2022","1.862","1.953","1.983","1.862","0.16%"
"10/24/2022","1.859","1.758","1.982","1.758","-1.22%"
"10/21/2022","1.882","1.848","1.938","1.747","7.11%"
"10/20/2022","1.757","1.854","1.992","1.727","-3.46%"
"10/19/2022","1.820","1.742","1.962","1.742","-2.62%"
"10/18/2022","1.869","1.923","1.945","1.813","4.01%"
"10/17/2022","1.797","1.733","1.906","1.733","-5.77%"
"10/14/2022","1.907","1.900","1.928","1.788","5.36%"
"10/13/2022","1.810","1.887","1.900","1.793","1.57%"
"10/12/2022","1.782","1.905","1.930","1.782","0.85%"
"10/11/2022","1.767","1.792","1.932","1.767","-1.23%"
"10/10/2022","1.789","1.777","1.917","1.761","-0.56%"
"10/07/2022","1.799","1.832","1.886","1.755","-0.77%"
"10/06/2022","1.813","1.612","1.818","1.612","12.26%"
"10/05/2022","1.615","1.462","1.743","1.457","3.66%"
"10/04/2022","1.558","1.459","1.565","1.430","3.87%"
"10/03/2022","1.500","1.569","1.602","1.495","-7.06%"
"09/30/2022","1.614","1.585","1.641","1.502","1.96%"
"09/29/2022","1.583","1.734","1.792","1.583","-5.27%"
"09/28/2022","1.671","1.598","1.779","1.558","1.89%"
"09/27/2022","1.640","1.717","1.774","1.610","-2.15%"
"09/26/2022","1.676","1.768","1.875","1.671","3.65%"
"09/23/2022","1.617","1.658","1.809","1.584","1.06%"
"09/22/2022","1.600","1.523","1.722","1.523","4.03%"
"09/21/2022","1.538","1.481","1.575","1.280","-2.10%"
"09/20/2022","1.571","1.331","1.575","1.331","12.78%"
"09/19/2022","1.393","1.342","1.479","1.266","11.44%"
"09/17/2022","1.250","1.250","1.250","1.250","-6.09%"
"09/16/2022","1.331","1.265","1.464","1.260","4.64%"
"09/15/2022","1.272","1.265","1.358","1.231","5.04%"
"09/14/2022","1.211","1.211","1.378","1.148","-3.04%"
"09/13/2022","1.249","1.163","1.278","1.063","6.66%"
"09/12/2022","1.171","1.098","1.238","1.022","16.17%"
"09/09/2022","1.008","0.907","1.215","0.896","-6.49%"
"09/08/2022","1.078","0.696","1.138","0.696","20.72%"
"09/07/2022","0.893","0.826","0.980","0.804","-7.65%"
"09/06/2022","0.967","0.935","1.029","0.782","-12.33%"
"09/05/2022","1.103","0.846","1.146","0.837","4.45%"
"09/02/2022","1.056","0.961","1.107","0.878","-3.12%"
"09/01/2022","1.090","0.865","1.122","0.865","5.83%"
"08/31/2022","1.030","1.015","1.130","0.779","12.69%"
"08/30/2022","0.914","0.668","1.109","0.668","-2.77%"
"08/29/2022","0.940","0.856","1.089","0.831","2.51%"
"08/26/2022","0.917","0.786","1.078","0.786","-0.43%"
"08/25/2022","0.921","0.922","0.929","0.667","12.87%"
"08/24/2022","0.816","0.566","0.945","0.566","-8.42%"
"08/23/2022","0.891","0.889","0.944","0.779","-2.20%"
"08/22/2022","0.911","0.778","0.919","0.678","25.31%"
"08/20/2022","0.727","0.727","0.727","0.727","-17.10%"
"08/19/2022","0.877","0.788","0.900","0.664","14.94%"
"08/18/2022","0.763","0.685","0.882","0.588","-5.57%"
"08/17/2022","0.808","0.581","0.825","0.539","17.10%"
"08/16/2022","0.690","0.516","0.701","0.494","14.05%"
"08/15/2022","0.605","0.560","0.683","0.478","5.58%"
"08/12/2022","0.573","0.529","0.682","0.473","20.38%"
"08/11/2022","0.476","0.560","0.653","0.452","-10.19%"
"08/10/2022","0.530","0.533","0.710","0.467","-0.56%"
"08/09/2022","0.533","0.661","0.698","0.514","3.90%"
"08/08/2022","0.513","0.521","0.711","0.482","-0.39%"
"08/05/2022","0.515","0.605","0.694","0.455","4.04%"
"08/04/2022","0.495","0.656","0.797","0.438","-23.85%"
"08/03/2022","0.650","0.693","0.791","0.518","17.97%"
"08/02/2022","0.551","0.609","0.674","0.482","-13.23%"
"08/01/2022","0.635","0.517","0.713","0.513","42.06%"
"07/30/2022","0.447","0.447","0.447","0.447","-20.74%"
"07/29/2022","0.564","0.478","0.655","0.430","18.99%"
"07/28/2022","0.474","0.529","0.661","0.373","-13.82%"
"07/27/2022","0.550","0.450","0.593","0.404","28.50%"
"07/26/2022","0.428","0.481","0.534","0.373","-8.55%"
"07/25/2022","0.468","0.481","0.635","0.409","-0.64%"
"07/22/2022","0.471","0.699","0.704","0.395","-35.39%"
"07/21/2022","0.729","0.580","0.817","0.532","25.26%"
"07/20/2022","0.582","0.574","0.735","0.521","-4.59%"
"07/19/2022","0.610","0.614","0.752","0.491","10.51%"
"07/18/2022","0.552","0.538","0.670","0.429","27.63%"
"07/16/2022","0.433","0.433","0.433","0.433","-19.16%"
"07/15/2022","0.535","0.509","0.660","0.417","-0.56%"
