"Date","Price","Open","High","Low","Change %"
"07/14/2022","0.538","0.656","0.740","0.513","-7.40%"
"07/13/2022","0.581","0.546","0.628","0.439","12.38%"
"07/12/2022","0.517","0.439","0.575","0.370","-9.93%"
"07/11/2022","0.574","0.589","0.616","0.517","18.72%"
"07/09/2022","0.484","0.484","0.484","0.484","-17.77%"
"07/08/2022","0.588","0.651","0.657","0.489","2.08%"
"07/07/2022","0.576","0.637","0.687","0.493","2.13%"
"07/06/2022","0.564","0.553","0.613","0.380","15.57%"
"07/05/2022","0.488","0.584","0.638","0.433","-24.34%"
"07/04/2022","0.645","0.531","0.673","0.476","10.07%"
"07/01/2022","0.586","0.585","0.725","0.379","-3.30%"
"06/30/2022","0.606","0.547","0.734","0.510","-8.32%"
"06/29/2022","0.661","0.591","0.705","0.521","-2.65%"
"06/28/2022","0.679","0.647","0.733","0.569","7.95%"
"06/27/2022","0.629","0.608","0.693","0.555","7.52%"
"06/24/2022","0.585","0.565","0.672","0.511","-3.78%"
"06/23/2022","0.608","0.737","0.813","0.521","-18.72%"
"06/22/2022","0.748","0.701","0.804","0.664","-5.56%"
"06/21/2022","0.792","0.802","0.845","0.712","6.88%"
"06/20/2022","0.741","0.735","0.823","0.652","15.33%"
"06/19/2022","0.642","0.642","0.642","0.642","0.00%"
"06/18/2022","0.642","0.642","0.642","0.642","-5.24%"
"06/17/2022","0.678","0.737","0.854","0.651","-9.48%"
"06/16/2022","0.749","0.677","0.958","0.673","3.31%"
"06/15/2022","0.725","0.823","0.913","0.638","-12.86%"
"06/14/2022","0.832","0.799","0.913","0.748","13.51%"
"06/13/2022","0.733","0.873","0.873","0.629","20.96%"
"06/10/2022","0.606","0.647","0.694","0.498","20.72%"
"06/09/2022","0.502","0.523","0.557","0.336","23.65%"
"06/08/2022","0.406","0.309","0.442","0.307","32.25%"
"06/07/2022","0.307","0.334","0.389","0.287","7.34%"
"06/06/2022","0.286","0.251","0.303","0.040","-4.03%"
"06/03/2022","0.298","0.292","0.356","0.195","20.65%"
"06/02/2022","0.247","0.109","0.296","0.100","8.81%"
"06/01/2022","0.227","0.140","0.228","0.109","65.69%"
"05/31/2022","0.137","0.059","0.165","0.058","92.96%"
"05/30/2022","0.071","-0.002","0.111","-0.032","-336.67%"
"05/27/2022","-0.030","0.091","0.091","-0.065","-1,100.00%"
"05/26/2022","0.003","0.027","0.027","-0.065","-115.79%"
"05/25/2022","-0.019","0.013","0.035","-0.044","-211.76%"
"05/24/2022","0.017","0.032","0.084","-0.043","325.00%"
"05/23/2022","0.004","0.024","0.068","-0.049","-114.81%"
"05/20/2022","-0.027","0.016","0.048","-0.043","68.75%"
"05/19/2022","-0.016","0.004","0.052","-0.046","23.08%"
"05/18/2022","-0.013","-0.499","0.075","-0.037","-244.44%"
"05/17/2022","0.009","-0.047","0.049","-0.090","-119.15%"
"05/16/2022","-0.047","0.056","0.056","-0.154","14.63%"
"05/13/2022","-0.041","-0.311","-0.010","-0.311","-74.37%"
"05/12/2022","-0.160","-0.171","-0.081","-0.182","73.91%"
"05/11/2022","-0.092","0.096","0.117","-0.113","8.24%"
"05/10/2022","-0.085","-0.034","0.025","-0.104","57.41%"
"05/09/2022","-0.054","-0.012","0.057","-0.064","-184.37%"
"05/06/2022","0.064","-0.052","0.089","-0.062","-203.23%"
"05/05/2022","-0.062","-0.053","0.020","-0.127","113.79%"
"05/04/2022","-0.029","-0.019","0.032","-0.037","-25.64%"
"05/03/2022","-0.039","-0.019","0.013","-0.074","-25.00%"
"05/02/2022","-0.052","-0.040","-0.052","-0.052","92.59%"
"04/29/2022","-0.027","-0.109","-0.013","-0.141","-68.60%"
"04/28/2022","-0.086","-0.140","-0.077","-0.228","-50.29%"
"04/27/2022","-0.173","-0.132","-0.095","-0.208","13.82%"
"04/26/2022","-0.152","-0.104","-0.078","-0.199","0.66%"
"04/25/2022","-0.151","-0.026","0.025","-0.185","132.31%"
"04/22/2022","-0.065","0.136","0.177","-0.157","-46.28%"
"04/21/2022","-0.121","-0.144","-0.080","-0.207","-47.39%"
"04/20/2022","-0.230","-0.213","-0.170","-0.272","-0.43%"
"04/19/2022","-0.231","-0.212","-0.158","-0.257","-14.60%"
"04/18/2022","-0.271","-0.269","-0.269","-0.271","-1.99%"
"04/15/2022","-0.276","-0.269","-0.269","-0.276","12.65%"
"04/14/2022","-0.245","-0.192","-0.145","-0.301","16.11%"
"04/13/2022","-0.211","-0.135","-0.052","-0.251","-4.95%"
"04/12/2022","-0.222","-0.170","-0.105","-0.230","38.75%"
"04/11/2022","-0.160","-0.148","-0.006","-0.194","-16.23%"
"04/08/2022","-0.191","-0.223","-0.145","-0.259","-15.86%"
"04/07/2022","-0.227","-0.196","-0.157","-0.297","-17.75%"
"04/06/2022","-0.276","-0.230","-0.194","-0.287","14.52%"
"04/05/2022","-0.241","-0.259","-0.216","-0.291","-10.74%"
"04/04/2022","-0.270","-0.259","-0.174","-0.316","-1.82%"
"04/01/2022","-0.275","-0.237","-0.182","-0.294","4.56%"
"03/31/2022","-0.263","-0.224","-0.190","-0.306","-39.40%"
"03/30/2022","-0.434","-0.394","-0.316","-0.540","-5.45%"
"03/29/2022","-0.459","-0.467","-0.364","-0.551","-16.55%"
"03/28/2022","-0.550","-0.588","-0.406","-0.611","25.28%"
"03/25/2022","-0.439","-0.462","-0.414","-0.547","-1.35%"
"03/24/2022","-0.445","-0.472","-0.391","-0.548","-6.51%"
"03/23/2022","-0.476","-0.468","-0.403","-0.586","-2.46%"
"03/22/2022","-0.488","-0.582","-0.459","-0.584","-0.20%"
"03/21/2022","-0.489","-0.503","-0.410","-0.589","-0.20%"
"03/18/2022","-0.490","-0.450","-0.414","-0.590","-16.52%"
"03/17/2022","-0.587","-0.479","-0.470","-0.600","23.32%"
"03/16/2022","-0.476","-0.474","-0.396","-0.593","-4.80%"
"03/15/2022","-0.500","-0.434","-0.349","-0.576","5.04%"
"03/14/2022","-0.476","-0.457","-0.335","-0.581","-1.24%"
"03/11/2022","-0.482","-0.495","-0.395","-0.595","2.34%"
"03/10/2022","-0.471","-0.523","-0.437","-0.613","-14.21%"
"03/09/2022","-0.549","-0.571","-0.485","-0.630","-2.14%"
"03/08/2022","-0.561","-0.602","-0.492","-0.651","-4.59%"
"03/07/2022","-0.588","-0.597","-0.506","-0.671","-12.89%"
"03/04/2022","-0.675","-0.622","-0.487","-0.677","19.05%"
"03/03/2022","-0.567","-0.576","-0.484","-0.632","-5.34%"
"03/02/2022","-0.599","-0.633","-0.484","-0.680","-1.80%"
"03/01/2022","-0.610","-0.613","-0.482","-0.655","7.58%"
"02/28/2022","-0.567","-0.531","-0.478","-0.625","1.07%"
"02/25/2022","-0.561","-0.588","-0.477","-0.623","-2.60%"
"02/24/2022","-0.576","-0.569","-0.480","-0.631","-1.03%"
"02/23/2022","-0.582","-0.590","-0.475","-0.603","5.63%"
"02/22/2022","-0.551","-0.588","-0.479","-0.633","-6.13%"
"02/21/2022","-0.587","-0.521","-0.493","-0.628","0.00%"
"02/18/2022","-0.587","-0.603","-0.510","-0.636","6.15%"
"02/17/2022","-0.553","-0.609","-0.488","-0.622","-2.64%"
"02/16/2022","-0.568","-0.568","-0.461","-0.602","4.99%"
"02/15/2022","-0.541","-0.472","-0.461","-0.587","-2.35%"
"02/14/2022","-0.554","-0.569","-0.463","-0.594","4.53%"
"02/11/2022","-0.530","-0.531","-0.424","-0.575","2.71%"
"02/10/2022","-0.516","-0.552","-0.452","-0.587","-1.15%"
"02/09/2022","-0.522","-0.456","-0.450","-0.566","1.16%"
"02/08/2022","-0.516","-0.433","-0.430","-0.557","-4.09%"
"02/07/2022","-0.538","-0.455","-0.403","-0.543","-4.95%"
"02/05/2022","-0.566","-0.566","-0.566","-0.566","16.22%"
"02/04/2022","-0.487","-0.437","-0.375","-0.555","-2.60%"
"02/03/2022","-0.500","-0.524","-0.458","-0.622","-12.74%"
"02/02/2022","-0.573","-0.576","-0.509","-0.625","-0.35%"
"02/01/2022","-0.575","-0.516","-0.513","-0.637","0.17%"
"01/31/2022","-0.574","-0.609","-0.505","-0.626","-2.55%"
"01/28/2022","-0.589","-0.586","-0.526","-0.641","-7.39%"
"01/27/2022","-0.636","-0.541","-0.533","-0.642","4.78%"
"01/26/2022","-0.607","-0.646","-0.546","-0.659","-4.11%"
"01/25/2022","-0.633","-0.558","-0.555","-0.659","4.80%"
"01/24/2022","-0.604","-0.633","-0.540","-0.655","-12.08%"
"01/22/2022","-0.687","-0.687","-0.687","-0.687","12.99%"
"01/21/2022","-0.608","-0.536","-0.532","-0.655","7.42%"
"01/20/2022","-0.566","-0.607","-0.505","-0.633","-1.91%"
"01/19/2022","-0.577","-0.574","-0.508","-0.616","0.70%"
"01/18/2022","-0.573","-0.591","-0.500","-0.615","-5.76%"
"01/17/2022","-0.608","-0.577","-0.493","-0.617","5.56%"
"01/14/2022","-0.576","-0.583","-0.491","-0.620","7.66%"
"01/13/2022","-0.535","-0.532","-0.476","-0.597","-2.90%"
"01/12/2022","-0.551","-0.535","-0.481","-0.591","1.10%"
"01/11/2022","-0.545","-0.540","-0.483","-0.590","-6.36%"
"01/10/2022","-0.582","-0.575","-0.488","-0.590","6.79%"
"01/07/2022","-0.545","-0.571","-0.488","-0.591","-0.55%"
"01/06/2022","-0.548","-0.569","-0.479","-0.588","0.74%"
"01/05/2022","-0.544","-0.538","-0.487","-0.599","0.74%"
"01/04/2022","-0.540","-0.525","-0.487","-0.598","-4.26%"
"01/03/2022","-0.564","-0.521","-0.479","-0.638","-2.93%"
"12/31/2021","-0.581","-0.552","-0.552","-0.584","-3.65%"
"12/30/2021","-0.603","-0.557","-0.504","-0.619","3.79%"
"12/29/2021","-0.581","-0.506","-0.476","-0.624","26.86%"
"12/28/2021","-0.458","-0.562","-0.458","-0.628","-22.11%"
"12/27/2021","-0.588","-0.637","-0.497","-0.650","0.17%"
"12/24/2021","-0.587","-0.582","-0.582","-0.587","0.51%"
"12/23/2021","-0.584","-0.640","-0.520","-0.656","-2.50%"
"12/22/2021","-0.599","-0.659","-0.525","-0.673","-5.07%"
"12/21/2021","-0.631","-0.545","-0.542","-0.667","0.80%"
"12/20/2021","-0.626","-0.573","-0.519","-0.664","8.12%"
"12/17/2021","-0.579","-0.513","-0.506","-0.628","0.17%"
"12/16/2021","-0.578","-0.512","-0.503","-0.623","1.94%"
"12/15/2021","-0.567","-0.520","-0.508","-0.609","1.07%"
"12/14/2021","-0.561","-0.578","-0.513","-0.618","-2.77%"
"12/13/2021","-0.577","-0.584","-0.521","-0.625","-2.86%"
"12/10/2021","-0.594","-0.641","-0.526","-0.663","-1.49%"
"12/09/2021","-0.603","-0.614","-0.539","-0.642","0.67%"
"12/08/2021","-0.599","-0.600","-0.549","-0.647","-2.28%"
"12/07/2021","-0.613","-0.621","-0.536","-0.656","-7.54%"
"12/06/2021","-0.663","-0.648","-0.565","-0.687","-0.30%"
"12/03/2021","-0.665","-0.681","-0.577","-0.684","0.45%"
"12/02/2021","-0.662","-0.590","-0.573","-0.669","0.46%"
"12/01/2021","-0.659","-0.608","-0.577","-0.685","1.70%"
"11/30/2021","-0.648","-0.697","-0.601","-0.736","-4.85%"
"11/29/2021","-0.681","-0.715","-0.647","-0.745","-12.47%"
"11/27/2021","-0.778","-0.701","-0.701","-0.778","7.61%"
"11/26/2021","-0.723","-0.735","-0.656","-0.764","1.26%"
"11/25/2021","-0.714","-0.664","-0.664","-0.766","-0.56%"
"11/24/2021","-0.718","-0.693","-0.648","-0.764","0.00%"
"11/23/2021","-0.718","-0.636","-0.633","-0.750","1.13%"
"11/22/2021","-0.710","-0.693","-0.638","-0.745","-8.27%"
"11/20/2021","-0.774","-0.774","-0.774","-0.774","4.03%"
"11/19/2021","-0.744","-0.693","-0.459","-0.747","14.29%"
"11/18/2021","-0.651","-0.686","-0.458","-0.734","-9.46%"
"11/17/2021","-0.719","-0.720","-0.453","-0.726","2.13%"
"11/16/2021","-0.704","-0.667","-0.440","-0.706","1.15%"
"11/15/2021","-0.696","-0.682","-0.594","-0.717","2.65%"
"11/12/2021","-0.678","-0.667","-0.605","-0.697","5.94%"
"11/11/2021","-0.640","-0.674","-0.596","-0.696","-6.43%"
"11/10/2021","-0.684","-0.679","-0.599","-0.698","2.40%"
"11/09/2021","-0.668","-0.670","-0.613","-0.706","3.73%"
"11/08/2021","-0.644","-0.600","-0.594","-0.711","1.90%"
"11/05/2021","-0.632","-0.622","-0.572","-0.674","-2.17%"
"11/04/2021","-0.646","-0.622","-0.556","-0.679","8.94%"
"11/03/2021","-0.593","-0.619","-0.553","-0.641","-1.17%"
"11/02/2021","-0.600","-0.533","-0.538","-0.640","1.01%"
"11/01/2021","-0.594","-0.533","-0.529","-0.616","-4.04%"
"10/30/2021","-0.619","-0.619","-0.619","-0.619","5.09%"
"10/29/2021","-0.589","-0.589","-0.518","-0.605","1.38%"
"10/28/2021","-0.581","-0.603","-0.513","-0.620","-2.84%"
"10/27/2021","-0.598","-0.617","-0.547","-0.633","-4.63%"
"10/26/2021","-0.627","-0.625","-0.547","-0.634","4.33%"
"10/25/2021","-0.601","-0.594","-0.544","-0.630","-7.32%"
"10/23/2021","-0.649","-0.649","-0.649","-0.649","4.77%"
"10/22/2021","-0.619","-0.576","-0.540","-0.626","4.21%"
"10/21/2021","-0.594","-0.620","-0.554","-0.638","-1.82%"
"10/20/2021","-0.605","-0.596","-0.552","-0.634","2.89%"
"10/19/2021","-0.588","-0.595","-0.547","-0.631","-0.84%"
"10/18/2021","-0.593","-0.622","-0.555","-0.637","-7.05%"
"10/15/2021","-0.638","-0.578","-0.566","-0.648","2.90%"
"10/14/2021","-0.620","-0.625","-0.566","-0.646","1.31%"
"10/13/2021","-0.612","-0.630","-0.560","-0.641","-1.61%"
"10/12/2021","-0.622","-0.638","-0.571","-0.647","7.80%"
"10/11/2021","-0.577","-0.626","-0.575","-0.651","-7.09%"
"10/08/2021","-0.621","-0.585","-0.580","-0.655","-3.57%"
"10/07/2021","-0.644","-0.634","-0.574","-0.652","1.10%"
"10/06/2021","-0.637","-0.623","-0.566","-0.645","-2.15%"
"10/05/2021","-0.651","-0.624","-0.579","-0.654","0.77%"
"10/04/2021","-0.646","-0.551","-0.535","-0.654","9.86%"
"10/01/2021","-0.588","-0.608","-0.526","-0.622","-2.00%"
"09/30/2021","-0.600","-0.635","-0.552","-0.661","1.01%"
"09/29/2021","-0.594","-0.598","-0.588","-0.604","-1.00%"
"09/28/2021","-0.600","-0.604","-0.600","-0.608","0.00%"
"09/27/2021","-0.600","-0.602","-0.599","-0.607","-4.69%"
"09/25/2021","-0.629","-0.629","-0.629","-0.629","4.92%"
"09/24/2021","-0.600","-0.607","-0.598","-0.607","-0.83%"
"09/23/2021","-0.605","-0.598","-0.598","-0.608","0.17%"
"09/22/2021","-0.604","-0.598","-0.597","-0.605","0.33%"
"09/21/2021","-0.602","-0.592","-0.590","-0.616","1.86%"
"09/20/2021","-0.591","-0.592","-0.589","-0.597","-5.29%"
"09/19/2021","-0.624","-0.624","-0.624","-0.624","5.58%"
"09/17/2021","-0.591","-0.592","-0.590","-0.597","0.00%"
"09/16/2021","-0.591","-0.594","-0.589","-0.596","0.51%"
"09/15/2021","-0.588","-0.591","-0.588","-0.595","0.34%"
"09/14/2021","-0.586","-0.586","-0.586","-0.593","0.00%"
"09/13/2021","-0.586","-0.599","-0.577","-0.599","-5.71%"
"09/12/2021","-0.622","-0.622","-0.622","-0.622","-2.59%"
"09/11/2021","-0.638","-0.638","-0.638","-0.638","7.77%"
"09/10/2021","-0.592","-0.592","-0.592","-0.597","-0.17%"
"09/09/2021","-0.593","-0.598","-0.574","-0.598","0.00%"
"09/08/2021","-0.593","-0.594","-0.590","-0.601","-0.17%"
"09/07/2021","-0.594","-0.591","-0.587","-0.594","-12.39%"
"09/06/2021","-0.678","-0.679","-0.628","-0.706","6.10%"
"09/03/2021","-0.639","-0.694","-0.631","-0.706","-6.58%"
"09/02/2021","-0.684","-0.670","-0.632","-0.704","-0.44%"
"09/01/2021","-0.687","-0.681","-0.630","-0.707","3.15%"
"08/31/2021","-0.666","-0.706","-0.632","-0.711","-2.63%"
"08/30/2021","-0.684","-0.638","-0.630","-0.713","-1.58%"
"08/27/2021","-0.695","-0.661","-0.626","-0.699","3.58%"
"08/26/2021","-0.671","-0.698","-0.632","-0.698","-3.59%"
"08/25/2021","-0.696","-0.681","-0.628","-0.712","1.02%"
"08/24/2021","-0.689","-0.735","-0.642","-0.735","-0.58%"
"08/23/2021","-0.693","-0.643","-0.643","-0.719","-0.86%"
"08/20/2021","-0.699","-0.590","-0.532","-0.714","2.19%"
"08/19/2021","-0.684","-0.651","-0.643","-0.718","-1.87%"
"08/18/2021","-0.697","-0.699","-0.627","-0.706","3.26%"
"08/17/2021","-0.675","-0.677","-0.627","-0.708","-4.12%"
"08/16/2021","-0.704","-0.676","-0.628","-0.710","1.15%"
"08/13/2021","-0.696","-0.706","-0.630","-0.714","-1.42%"
"08/12/2021","-0.706","-0.722","-0.634","-0.722","0.57%"
"08/11/2021","-0.702","-0.659","-0.638","-0.726","-1.40%"
"08/10/2021","-0.712","-0.681","-0.644","-0.722","1.14%"
"08/09/2021","-0.704","-0.652","-0.635","-0.721","0.43%"
"08/06/2021","-0.701","-0.726","-0.640","-0.726","1.15%"
"08/05/2021","-0.693","-0.720","-0.649","-0.728","-1.56%"
"08/04/2021","-0.704","-0.711","-0.651","-0.726","1.59%"
"08/03/2021","-0.693","-0.722","-0.649","-0.722","0.73%"
"08/02/2021","-0.688","-0.719","-0.644","-0.723","0.73%"
"07/30/2021","-0.683","-0.724","-0.648","-0.724","-3.94%"
"07/29/2021","-0.711","-0.721","-0.644","-0.721","0.28%"
"07/28/2021","-0.709","-0.714","-0.645","-0.719","0.42%"
"07/27/2021","-0.706","-0.643","-0.639","-0.712","3.07%"
"07/26/2021","-0.685","-0.650","-0.637","-0.713","-5.19%"
"07/24/2021","-0.723","-0.723","-0.723","-0.723","2.77%"
"07/23/2021","-0.703","-0.674","-0.630","-0.706","5.24%"
"07/22/2021","-0.668","-0.699","-0.626","-0.700","0.30%"
"07/21/2021","-0.666","-0.698","-0.627","-0.700","-1.48%"
"07/20/2021","-0.676","-0.689","-0.625","-0.699","2.58%"
"07/19/2021","-0.659","-0.673","-0.620","-0.691","-1.93%"
"07/16/2021","-0.672","-0.686","-0.616","-0.688","2.91%"
"07/15/2021","-0.653","-0.695","-0.623","-0.697","-1.36%"
"07/14/2021","-0.662","-0.681","-0.610","-0.690","2.00%"
"07/13/2021","-0.649","-0.684","-0.620","-0.688","4.85%"
"07/12/2021","-0.619","-0.675","-0.617","-0.690","-0.48%"
"07/09/2021","-0.622","-0.673","-0.610","-0.699","-4.75%"
"07/08/2021","-0.653","-0.670","-0.623","-0.702","-4.11%"
"07/07/2021","-0.681","-0.655","-0.615","-0.697","3.18%"
"07/06/2021","-0.660","-0.669","-0.609","-0.688","-0.45%"
"07/05/2021","-0.663","-0.667","-0.612","-0.681","-4.05%"
"07/04/2021","-0.691","-0.691","-0.691","-0.691","6.31%"
"07/02/2021","-0.650","-0.670","-0.612","-0.684","1.56%"
"07/01/2021","-0.640","-0.664","-0.604","-0.675","1.11%"
"06/30/2021","-0.633","-0.638","-0.594","-0.668","0.96%"
"06/29/2021","-0.627","-0.657","-0.596","-0.662","0.97%"
"06/28/2021","-0.621","-0.658","-0.591","-0.658","-6.62%"
"06/26/2021","-0.665","-0.665","-0.665","-0.665","6.40%"
"06/25/2021","-0.625","-0.660","-0.600","-0.662","-0.32%"
"06/24/2021","-0.627","-0.664","-0.597","-0.666","-4.27%"
"06/23/2021","-0.655","-0.649","-0.580","-0.665","4.80%"
"06/22/2021","-0.625","-0.643","-0.582","-0.655","2.46%"
"06/21/2021","-0.610","-0.644","-0.582","-0.653","-6.66%"
"06/20/2021","-0.654","-0.654","-0.654","-0.654","0.00%"
"06/19/2021","-0.654","-0.655","-0.654","-0.655","6.61%"
"06/18/2021","-0.613","-0.612","-0.583","-0.653","-2.08%"
"06/17/2021","-0.626","-0.647","-0.589","-0.656","-3.10%"
"06/16/2021","-0.646","-0.639","-0.580","-0.660","6.08%"
"06/15/2021","-0.609","-0.639","-0.578","-0.643","-3.94%"
"06/14/2021","-0.634","-0.618","-0.573","-0.648","-0.16%"
"06/11/2021","-0.635","-0.649","-0.614","-0.657","2.42%"
"06/10/2021","-0.620","-0.636","-0.583","-0.651","1.31%"
"06/09/2021","-0.612","-0.637","-0.580","-0.648","-0.49%"
"06/08/2021","-0.615","-0.631","-0.578","-0.639","-2.23%"
"06/07/2021","-0.629","-0.584","-0.574","-0.643","-3.38%"
"06/05/2021","-0.651","-0.651","-0.651","-0.651","11.28%"
"06/04/2021","-0.585","-0.633","-0.582","-0.646","-4.41%"
"06/03/2021","-0.612","-0.584","-0.576","-0.651","5.15%"
"06/02/2021","-0.582","-0.617","-0.574","-0.646","-4.43%"
"06/01/2021","-0.609","-0.646","-0.583","-0.649","-0.81%"
"05/31/2021","-0.614","-0.633","-0.578","-0.646","0.49%"
"05/28/2021","-0.611","-0.582","-0.577","-0.652","-1.61%"
"05/27/2021","-0.621","-0.633","-0.581","-0.652","1.80%"
"05/26/2021","-0.610","-0.637","-0.573","-0.646","0.16%"
"05/25/2021","-0.609","-0.639","-0.574","-0.643","-1.30%"
"05/24/2021","-0.617","-0.637","-0.571","-0.643","0.16%"
"05/21/2021","-0.616","-0.599","-0.571","-0.641","-0.32%"
"05/20/2021","-0.618","-0.609","-0.566","-0.633","0.65%"
"05/19/2021","-0.614","-0.624","-0.564","-0.633","2.50%"
"05/18/2021","-0.599","-0.627","-0.565","-0.632","-0.99%"
"05/17/2021","-0.605","-0.631","-0.572","-0.633","-1.14%"
"05/14/2021","-0.612","-0.632","-0.575","-0.638","-0.49%"
"05/13/2021","-0.615","-0.630","-0.567","-0.638","0.00%"
"05/12/2021","-0.615","-0.639","-0.577","-0.648","-2.54%"
"05/11/2021","-0.631","-0.652","-0.589","-0.653","0.64%"
"05/10/2021","-0.627","-0.650","-0.588","-0.656","-2.94%"
"05/07/2021","-0.646","-0.650","-0.596","-0.663","1.73%"
"05/06/2021","-0.635","-0.616","-0.606","-0.671","-0.31%"
"05/05/2021","-0.637","-0.640","-0.608","-0.669","-3.34%"
"05/04/2021","-0.659","-0.658","-0.602","-0.670","1.23%"
"05/03/2021","-0.651","-0.660","-0.597","-0.662","2.52%"
"04/30/2021","-0.635","-0.646","-0.594","-0.660","1.93%"
"04/29/2021","-0.623","-0.653","-0.599","-0.658","-0.64%"
"04/28/2021","-0.627","-0.652","-0.597","-0.656","5.03%"
"04/27/2021","-0.597","-0.645","-0.594","-0.661","-8.15%"
"04/26/2021","-0.650","-0.643","-0.605","-0.658","7.97%"
"04/23/2021","-0.602","-0.646","-0.599","-0.658","-5.49%"
"04/22/2021","-0.637","-0.648","-0.605","-0.661","-2.90%"
"04/21/2021","-0.656","-0.651","-0.604","-0.660","2.50%"
"04/20/2021","-0.640","-0.628","-0.590","-0.653","-0.16%"
"04/19/2021","-0.641","-0.646","-0.597","-0.653","-3.83%"
"04/17/2021","-0.666","-0.666","-0.666","-0.666","4.80%"
"04/16/2021","-0.636","-0.643","-0.606","-0.655","-2.75%"
"04/15/2021","-0.654","-0.600","-0.591","-0.656","3.81%"
"04/14/2021","-0.630","-0.651","-0.605","-0.666","-1.87%"
"04/13/2021","-0.642","-0.658","-0.608","-0.664","-1.23%"
"04/12/2021","-0.650","-0.613","-0.613","-0.668","1.25%"
"04/09/2021","-0.642","-0.665","-0.606","-0.670","-1.83%"
"04/08/2021","-0.654","-0.664","-0.616","-0.672","0.15%"
"04/07/2021","-0.653","-0.655","-0.609","-0.664","1.56%"
"04/06/2021","-0.643","-0.663","-0.613","-0.668","-5.65%"
"04/05/2021","-0.682","-0.683","-0.682","-0.683","-0.22%"
"04/02/2021","-0.683","-0.683","-0.680","-0.683","5.08%"
"04/01/2021","-0.650","-0.641","-0.601","-0.672","2.36%"
"03/31/2021","-0.635","-0.588","-0.586","-0.649","0.95%"
"03/30/2021","-0.629","-0.614","-0.594","-0.657","2.11%"
"03/29/2021","-0.616","-0.664","-0.607","-0.666","-6.67%"
"03/26/2021","-0.660","-0.594","-0.594","-0.661","2.17%"
"03/25/2021","-0.646","-0.628","-0.608","-0.672","-1.97%"
"03/24/2021","-0.659","-0.659","-0.618","-0.672","-0.45%"
"03/23/2021","-0.662","-0.654","-0.609","-0.663","2.80%"
"03/22/2021","-0.644","-0.656","-0.604","-0.664","-0.77%"
"03/19/2021","-0.649","-0.643","-0.598","-0.656","2.69%"
"03/18/2021","-0.632","-0.640","-0.595","-0.642","-0.16%"
"03/17/2021","-0.633","-0.642","-0.599","-0.651","-0.94%"
"03/16/2021","-0.639","-0.657","-0.602","-0.660","-0.78%"
"03/15/2021","-0.644","-0.635","-0.606","-0.655","-1.30%"
"03/13/2021","-0.652","-0.652","-0.652","-0.652","10.97%"
"03/12/2021","-0.588","-0.637","-0.586","-0.649","-5.16%"
"03/11/2021","-0.620","-0.629","-0.586","-0.645","-0.80%"
"03/10/2021","-0.625","-0.627","-0.584","-0.634","-0.79%"
"03/09/2021","-0.630","-0.615","-0.584","-0.645","1.12%"
"03/08/2021","-0.623","-0.629","-0.591","-0.641","-1.11%"
"03/05/2021","-0.630","-0.587","-0.560","-0.643","-0.16%"
"03/04/2021","-0.631","-0.636","-0.600","-0.649","7.31%"
"03/03/2021","-0.588","-0.651","-0.588","-0.660","-8.98%"
"03/02/2021","-0.646","-0.632","-0.599","-0.656","4.19%"
"03/01/2021","-0.620","-0.618","-0.570","-0.643","4.20%"
"02/26/2021","-0.595","-0.576","-0.544","-0.614","0.68%"
"02/25/2021","-0.591","-0.623","-0.549","-0.625","0.51%"
"02/24/2021","-0.588","-0.589","-0.582","-0.633","-3.92%"
"02/23/2021","-0.612","-0.627","-0.583","-0.628","-2.24%"
"02/22/2021","-0.626","-0.619","-0.569","-0.634","8.68%"
"02/19/2021","-0.576","-0.618","-0.574","-0.629","-6.95%"
"02/18/2021","-0.619","-0.635","-0.578","-0.645","-3.58%"
"02/17/2021","-0.642","-0.640","-0.584","-0.651","0.31%"
"02/16/2021","-0.640","-0.654","-0.605","-0.660","-1.54%"
"02/15/2021","-0.650","-0.658","-0.612","-0.664","-1.81%"
"02/12/2021","-0.662","-0.681","-0.615","-0.681","2.48%"
"02/11/2021","-0.646","-0.678","-0.635","-0.687","-3.44%"
"02/10/2021","-0.669","-0.649","-0.623","-0.677","10.32%"
"02/09/2021","-0.606","-0.616","-0.584","-0.649","4.25%"
"02/08/2021","-0.582","-0.628","-0.566","-0.662","-14.83%"
"02/07/2021","-0.683","-0.683","-0.683","-0.683","0.00%"
"02/06/2021","-0.683","-0.683","-0.683","-0.683","13.72%"
"02/05/2021","-0.601","-0.613","-0.578","-0.660","-1.23%"
"02/04/2021","-0.608","-0.624","-0.590","-0.658","-0.52%"
"02/03/2021","-0.611","-0.602","-0.588","-0.666","-3.87%"
"02/02/2021","-0.636","-0.626","-0.586","-0.664","5.28%"
"02/01/2021","-0.604","-0.620","-0.601","-0.662","-2.42%"
"01/29/2021","-0.619","-0.644","-0.593","-0.675","-1.40%"
"01/28/2021","-0.628","-0.614","-0.611","-0.688","3.31%"
"01/27/2021","-0.608","-0.626","-0.574","-0.666","1.35%"
"01/26/2021","-0.600","-0.622","-0.581","-0.664","-0.17%"
"01/25/2021","-0.601","-0.601","-0.561","-0.646","0.84%"
"01/22/2021","-0.596","-0.593","-0.558","-0.644","5.66%"
"01/21/2021","-0.564","-0.609","-0.564","-0.642","-5.32%"
"01/20/2021","-0.595","-0.590","-0.566","-0.650","0.83%"
